BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
135600;1199;11;n;;unconsciousness;V n k Q n S V s n I s;;;;;;;
136800;1439;11;S;;unconsciousness;V n k Q n S V s n I s;;;;;;;
138240;1439;11;V;;unconsciousness;V n k Q n S V s n I s;;;;;;;
139680;2159;11;s;;unconsciousness;V n k Q n S V s n I s;;;;;;;
141840;719;11;n;;unconsciousness;V n k Q n S V s n I s;;;;;;;
142560;2159;11;I;;unconsciousness;V n k Q n S V s n I s;;;;;;;
144720;2399;11;s;;unconsciousness;V n k Q n S V s n I s;;;;;;;
147120;719;12;V;;of;V v;;;;;;;
147840;1199;12;v;;of;V v;;;;;;;
149040;3119;13;dZ;;general;dZ E n 3` V l;;;;;;;
152160;1919;13;E;;general;dZ E n 3` V l;;;;;;;
154080;719;13;n;;general;dZ E n 3` V l;;;;;;;
154800;1439;13;3`;;general;dZ E n 3` V l;;;;;;;
156240;959;13;V;;general;dZ E n 3` V l;;;;;;;
157200;2639;13;l;;general;dZ E n 3` V l;;;;;;;
159840;2159;14;{;;anesthesia;{ n I s T i: Z V;;;;;;;
162000;959;14;n;;anesthesia;{ n I s T i: Z V;;;;;;;
162960;1439;14;I;;anesthesia;{ n I s T i: Z V;;;;;;;
164400;959;14;s;;anesthesia;{ n I s T i: Z V;;;;;;;
165360;2399;14;T;;anesthesia;{ n I s T i: Z V;;;;;;;
167760;3119;14;i:;;anesthesia;{ n I s T i: Z V;;;;;;;
170880;2159;14;Z;;anesthesia;{ n I s T i: Z V;;;;;;;
173040;3359;14;V;;anesthesia;{ n I s T i: Z V;;;;;;;
176400;8399;-1;<p:>;;;;;;;;;;
184800;1439;15;V;;and;V n d;;;;;;;
186240;719;15;n;;and;V n d;;;;;;;
186960;719;15;d;;and;V n d;;;;;;;
187680;719;16;h;;has;h { z;;;;;;;
188400;1439;16;{;;has;h { z;;;;;;;
189840;1679;16;z;;has;h { z;;;;;;;
191520;959;17;b;;been;b I n;;;;;;;
192480;2399;17;I;;been;b I n;;;;;;;
194880;1199;17;n;;been;b I n;;;;;;;
196080;1679;18;j;;used;j u: z d;;;;;;;
197760;1439;18;u;;used;j u: z d;;;;;;;
199200;1919;18;z;;used;j u: z d;;;;;;;
201120;719;18;d;;used;j u: z d;;;;;;;
201840;1679;19;f;;for;f O: R;;;;;;;
203520;1679;19;6;;for;f O: R;;;;;;;
205200;1199;20;D;;this;D I s;;;;;;;
206400;4799;20;I;;this;D I s;;;;;;;
211200;4319;20;s;;this;D I s;;;;;;;
215520;4799;-1;<p:>;;;;;;;;;;
220320;1919;21;{;;as;{ z;;;;;;;
222240;1439;21;z;;as;{ z;;;;;;;
223680;959;22;d;;discussed;d I s k V s t;;;;;;;
224640;2159;22;I;;discussed;d I s k V s t;;;;;;;
226800;1199;22;s;;discussed;d I s k V s t;;;;;;;
228000;1679;22;k;;discussed;d I s k V s t;;;;;;;
229680;1919;22;V;;discussed;d I s k V s t;;;;;;;
231600;1439;22;s;;discussed;d I s k V s t;;;;;;;
233040;1679;22;t;;discussed;d I s k V s t;;;;;;;
234720;719;23;V;;above;V b V v;;;;;;;
235440;2159;23;b;;above;V b V v;;;;;;;
237600;5519;23;V;;above;V b V v;;;;;;;
243120;2159;23;v;;above;V b V v;;;;;;;
245280;21407;-1;<p:>;;;;;;;;;;
