BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
269280;2159;31;i:;;city;s I t i:;;;;;;;
271440;2879;32;k;;council;k aU n s V l;;;;;;;
274320;2879;32;aU;;council;k aU n s V l;;;;;;;
277200;1199;32;n;;council;k aU n s V l;;;;;;;
278400;2159;32;s;;council;k aU n s V l;;;;;;;
280560;959;32;V;;council;k aU n s V l;;;;;;;
281520;3359;32;l;;council;k aU n s V l;;;;;;;
284880;21551;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;2399;0;aI;;I;aI;;;;;;;
5760;1439;1;I;;essentially;I s E n S V l i:;;;;;;;
7200;2879;1;s;;essentially;I s E n S V l i:;;;;;;;
10080;1679;1;E;;essentially;I s E n S V l i:;;;;;;;
11760;1439;1;n;;essentially;I s E n S V l i:;;;;;;;
13200;1679;1;S;;essentially;I s E n S V l i:;;;;;;;
14880;719;1;V;;essentially;I s E n S V l i:;;;;;;;
15600;1199;1;l;;essentially;I s E n S V l i:;;;;;;;
16800;2159;1;i:;;essentially;I s E n S V l i:;;;;;;;
18960;2639;2;t;;took;t U k;;;;;;;
21600;1199;2;U;;took;t U k;;;;;;;
22800;1679;2;k;;took;t U k;;;;;;;
24480;1199;3;D;;the;D V;;;;;;;
25680;959;3;V;;the;D V;;;;;;;
26640;3119;4;s;;seed;s i: d;;;;;;;
29760;2639;4;i:;;seed;s i: d;;;;;;;
32400;959;4;d;;seed;s i: d;;;;;;;
33360;719;5;V;;of;V v;;;;;;;
34080;1199;5;v;;of;V v;;;;;;;
35280;719;6;D;;that;D { t;;;;;;;
36000;2639;6;{;;that;D { t;;;;;;;
38640;719;6;t;;that;D { t;;;;;;;
39360;2399;7;aI;;idea;aI d i: V;;;;;;;
41760;2159;7;d;;idea;aI d i: V;;;;;;;
43920;3839;7;i:;;idea;aI d i: V;;;;;;;
47760;2159;7;V;;idea;aI d i: V;;;;;;;
49920;2639;8;t;;to;t u:;;;;;;;
52560;1199;8;I;;to;t u:;;;;;;;
53760;3119;9;t;;try;t R aI;;;;;;;
56880;1199;9;R;;try;t R aI;;;;;;;
58080;2159;9;aI;;try;t R aI;;;;;;;
60240;1199;10;t;;to;t u:;;;;;;;
61440;1439;10;I;;to;t u:;;;;;;;
62880;2639;11;t;;tell;t E l;;;;;;;
65520;1679;11;E;;tell;t E l;;;;;;;
67200;1679;11;l;;tell;t E l;;;;;;;
68880;959;12;V;;a;V;;;;;;;
69840;2879;13;b;;big;b I g;;;;;;;
72720;1919;13;I;;big;b I g;;;;;;;
74640;1199;13;g;;big;b I g;;;;;;;
75840;1679;14;h;;historical;h I s t O: R I k V l;;;;;;;
77520;1199;14;I;;historical;h I s t O: R I k V l;;;;;;;
78720;2399;14;s;;historical;h I s t O: R I k V l;;;;;;;
81120;1199;14;t;;historical;h I s t O: R I k V l;;;;;;;
82320;2159;14;O:;;historical;h I s t O: R I k V l;;;;;;;
84480;1199;14;R;;historical;h I s t O: R I k V l;;;;;;;
85680;719;14;I;;historical;h I s t O: R I k V l;;;;;;;
86400;1919;14;k;;historical;h I s t O: R I k V l;;;;;;;
88320;719;14;V;;historical;h I s t O: R I k V l;;;;;;;
89040;1679;14;l;;historical;h I s t O: R I k V l;;;;;;;
90720;2639;15;E;;epic;E p I k;;;;;;;
93360;2159;15;p;;epic;E p I k;;;;;;;
95520;4559;15;I;;epic;E p I k;;;;;;;
100080;959;15;k;;epic;E p I k;;;;;;;
101040;6479;-1;<p:>;;;;;;;;;;
107520;719;16;b;;but;b V t;;;;;;;
108240;1919;16;V;;but;b V t;;;;;;;
110160;719;16;t;;but;b V t;;;;;;;
110880;1439;17;f;;from;f R V m;;;;;;;
112320;719;17;R;;from;f R V m;;;;;;;
113040;719;17;V;;from;f R V m;;;;;;;
113760;1199;17;m;;from;f R V m;;;;;;;
114960;719;18;D;;the;D V;;;;;;;
115680;1199;18;V;;the;D V;;;;;;;
116880;3119;19;s;;street;s t R i: t;;;;;;;
120000;1439;19;t;;street;s t R i: t;;;;;;;
121440;719;19;R;;street;s t R i: t;;;;;;;
122160;2879;19;i:;;street;s t R i: t;;;;;;;
125040;1439;20;l;;level;l E v V l;;;;;;;
126480;2639;20;E;;level;l E v V l;;;;;;;
129120;1439;20;v;;level;l E v V l;;;;;;;
130560;719;20;V;;level;l E v V l;;;;;;;
131280;3599;20;l;;level;l E v V l;;;;;;;
134880;5519;-1;<p:>;;;;;;;;;;
140400;1439;21;D;;the;D V;;;;;;;
141840;719;21;V;;the;D V;;;;;;;
142560;3599;22;E;;everyman;E v R i: m V n;;;;;;;
146160;1199;22;v;;everyman;E v R i: m V n;;;;;;;
147360;959;22;R;;everyman;E v R i: m V n;;;;;;;
148320;1439;22;i:;;everyman;E v R i: m V n;;;;;;;
149760;1439;22;m;;everyman;E v R i: m V n;;;;;;;
151200;2159;22;V;;everyman;E v R i: m V n;;;;;;;
153360;3839;22;n;;everyman;E v R i: m V n;;;;;;;
157200;2399;23;s;;s;s;;;;;;;
159600;2159;24;p;;point;p OI n t;;;;;;;
161760;1919;24;OI;;point;p OI n t;;;;;;;
163680;719;24;n;;point;p OI n t;;;;;;;
164400;719;24;t;;point;p OI n t;;;;;;;
165120;959;25;V;;of;V v;;;;;;;
166080;959;25;v;;of;V v;;;;;;;
167040;1919;26;v;;view;v j u:;;;;;;;
168960;3839;26;j;;view;v j u:;;;;;;;
172800;3359;26;u:;;view;v j u:;;;;;;;
176160;20831;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3599;-1;<p:>;;;;;;;;;;
3600;1439;0;h;;Harmonix;h Q R m V n I k s;;;;;;;
5040;959;0;Q;;Harmonix;h Q R m V n I k s;;;;;;;
6000;1199;0;R;;Harmonix;h Q R m V n I k s;;;;;;;
7200;1679;0;m;;Harmonix;h Q R m V n I k s;;;;;;;
8880;719;0;V;;Harmonix;h Q R m V n I k s;;;;;;;
9600;1439;0;n;;Harmonix;h Q R m V n I k s;;;;;;;
11040;2639;0;I;;Harmonix;h Q R m V n I k s;;;;;;;
13680;1439;0;k;;Harmonix;h Q R m V n I k s;;;;;;;
15120;1919;0;s;;Harmonix;h Q R m V n I k s;;;;;;;
17040;1919;1;k;;considered;k V n s I d 3` d;;;;;;;
18960;719;1;V;;considered;k V n s I d 3` d;;;;;;;
19680;1439;1;n;;considered;k V n s I d 3` d;;;;;;;
21120;2159;1;s;;considered;k V n s I d 3` d;;;;;;;
23280;1199;1;I;;considered;k V n s I d 3` d;;;;;;;
24480;719;1;d;;considered;k V n s I d 3` d;;;;;;;
25200;1679;1;3`;;considered;k V n s I d 3` d;;;;;;;
26880;959;1;d;;considered;k V n s I d 3` d;;;;;;;
27840;719;2;D;;the;D V;;;;;;;
28560;1199;2;V;;the;D V;;;;;;;
29760;3119;3;R;;Rock;R Q k;;;;;;;
32880;2159;3;Q;;Rock;R Q k;;;;;;;
35040;1919;-1;<p:>;;;;;;;;;;
36960;1199;4;b;;Band;b { n d;;;;;;;
38160;3119;4;{;;Band;b { n d;;;;;;;
41280;2399;4;n;;Band;b { n d;;;;;;;
43680;2639;5;s;;series;s I R i: z;;;;;;;
46320;1919;5;I;;series;s I R i: z;;;;;;;
48240;1679;5;R;;series;s I R i: z;;;;;;;
49920;2159;5;i:;;series;s I R i: z;;;;;;;
52080;1679;5;z;;series;s I R i: z;;;;;;;
53760;2159;6;E;;as;{ z;;;;;;;
55920;1199;6;z;;as;{ z;;;;;;;
57120;959;7;V;;a;V;;;;;;;
58080;2879;8;m;;music;m j u: z I k;;;;;;;
60960;1679;8;j;;music;m j u: z I k;;;;;;;
62640;1199;8;u;;music;m j u: z I k;;;;;;;
63840;1679;8;z;;music;m j u: z I k;;;;;;;
65520;1679;8;I;;music;m j u: z I k;;;;;;;
67200;719;8;k;;music;m j u: z I k;;;;;;;
67920;2639;9;p;;platform;p l { t f O: R m;;;;;;;
70560;719;9;l;;platform;p l { t f O: R m;;;;;;;
71280;2399;9;{;;platform;p l { t f O: R m;;;;;;;
73680;719;9;t;;platform;p l { t f O: R m;;;;;;;
74400;3119;9;f;;platform;p l { t f O: R m;;;;;;;
77520;2159;9;O:;;platform;p l { t f O: R m;;;;;;;
79680;3839;9;R;;platform;p l { t f O: R m;;;;;;;
83520;719;9;m;;platform;p l { t f O: R m;;;;;;;
84240;5519;-1;<p:>;;;;;;;;;;
89760;1439;10;V;;and;V n d;;;;;;;
91200;959;10;n;;and;V n d;;;;;;;
92160;1679;11;s;;supported;s V p O: R t V d;;;;;;;
93840;2159;11;V;;supported;s V p O: R t V d;;;;;;;
96000;2159;11;p;;supported;s V p O: R t V d;;;;;;;
98160;959;11;O:;;supported;s V p O: R t V d;;;;;;;
99120;959;11;R;;supported;s V p O: R t V d;;;;;;;
100080;719;11;t;;supported;s V p O: R t V d;;;;;;;
100800;1199;11;V;;supported;s V p O: R t V d;;;;;;;
102000;1199;11;d;;supported;s V p O: R t V d;;;;;;;
103200;1919;12;I;;it;I t;;;;;;;
105120;1919;13;w;;with;w I D;;;;;;;
107040;719;13;I;;with;w I D;;;;;;;
107760;719;13;D;;with;w I D;;;;;;;
108480;2399;14;d;;downloadable;d aU n l @U d V b V l;;;;;;;
110880;3599;14;aU;;downloadable;d aU n l @U d V b V l;;;;;;;
114480;719;14;n;;downloadable;d aU n l @U d V b V l;;;;;;;
115200;1679;14;l;;downloadable;d aU n l @U d V b V l;;;;;;;
116880;1439;14;@U;;downloadable;d aU n l @U d V b V l;;;;;;;
118320;719;14;d;;downloadable;d aU n l @U d V b V l;;;;;;;
119040;959;14;V;;downloadable;d aU n l @U d V b V l;;;;;;;
120000;1439;14;b;;downloadable;d aU n l @U d V b V l;;;;;;;
121440;719;14;V;;downloadable;d aU n l @U d V b V l;;;;;;;
122160;1679;14;l;;downloadable;d aU n l @U d V b V l;;;;;;;
123840;2639;15;k;;content;k Q n t E n t;;;;;;;
126480;2399;15;Q;;content;k Q n t E n t;;;;;;;
128880;1679;15;n;;content;k Q n t E n t;;;;;;;
130560;1919;15;t;;content;k Q n t E n t;;;;;;;
132480;3119;15;E;;content;k Q n t E n t;;;;;;;
135600;1439;15;n;;content;k Q n t E n t;;;;;;;
137040;1919;15;?;;content;k Q n t E n t;;;;;;;
138960;719;16;V;;and;V n d;;;;;;;
139680;1679;16;n;;and;V n d;;;;;;;
141360;2399;17;D;;the;D V;;;;;;;
143760;719;17;V;;the;D V;;;;;;;
144480;719;18;V;;ability;V b I l V t i:;;;;;;;
145200;1679;18;b;;ability;V b I l V t i:;;;;;;;
146880;1199;18;I;;ability;V b I l V t i:;;;;;;;
148080;2399;18;l;;ability;V b I l V t i:;;;;;;;
150480;1199;18;V;;ability;V b I l V t i:;;;;;;;
151680;719;18;t;;ability;V b I l V t i:;;;;;;;
152400;3119;18;i:;;ability;V b I l V t i:;;;;;;;
155520;2879;19;t;;to;t u:;;;;;;;
158400;1439;19;u:;;to;t u:;;;;;;;
159840;719;20;I;;import;I m p O: R t;;;;;;;
160560;1439;20;m;;import;I m p O: R t;;;;;;;
162000;2879;20;p;;import;I m p O: R t;;;;;;;
164880;959;20;O:;;import;I m p O: R t;;;;;;;
165840;1679;20;R;;import;I m p O: R t;;;;;;;
167520;1439;20;t;;import;I m p O: R t;;;;;;;
168960;1919;21;s;;songs;s O: N z;;;;;;;
170880;4079;21;O:;;songs;s O: N z;;;;;;;
174960;1679;21;N;;songs;s O: N z;;;;;;;
176640;1679;21;z;;songs;s O: N z;;;;;;;
178320;1919;22;f;;from;f R V m;;;;;;;
180240;959;22;6;;from;f R V m;;;;;;;
181200;1199;22;m;;from;f R V m;;;;;;;
182400;1439;23;I;;its;I t s;;;;;;;
183840;2159;23;t;;its;I t s;;;;;;;
186000;719;23;s;;its;I t s;;;;;;;
186720;1679;24;g;;games;g eI m z;;;;;;;
188400;4559;24;eI;;games;g eI m z;;;;;;;
192960;959;24;m;;games;g eI m z;;;;;;;
193920;1679;24;z;;games;g eI m z;;;;;;;
195600;1679;25;?;;and;V n d;;;;;;;
197280;959;25;V;;and;V n d;;;;;;;
198240;719;25;n;;and;V n d;;;;;;;
198960;959;25;d;;and;V n d;;;;;;;
199920;959;26;I;;expansions;I k s p { n S V n z;;;;;;;
200880;1919;26;k;;expansions;I k s p { n S V n z;;;;;;;
202800;1919;26;s;;expansions;I k s p { n S V n z;;;;;;;
204720;959;26;p;;expansions;I k s p { n S V n z;;;;;;;
205680;3119;26;{;;expansions;I k s p { n S V n z;;;;;;;
208800;1439;26;n;;expansions;I k s p { n S V n z;;;;;;;
210240;1919;26;S;;expansions;I k s p { n S V n z;;;;;;;
212160;959;26;V;;expansions;I k s p { n S V n z;;;;;;;
213120;2879;26;n;;expansions;I k s p { n S V n z;;;;;;;
216000;1919;26;z;;expansions;I k s p { n S V n z;;;;;;;
217920;1919;27;I;;into;I n t u:;;;;;;;
219840;959;27;n;;into;I n t u:;;;;;;;
220800;1679;27;t;;into;I n t u:;;;;;;;
222480;1199;27;u:;;into;I n t u:;;;;;;;
223680;959;28;m;;most;m @U s t;;;;;;;
224640;2879;28;@U;;most;m @U s t;;;;;;;
227520;1679;28;s;;most;m @U s t;;;;;;;
229200;2639;29;?;;other;V D 3`;;;;;;;
231840;1679;29;V;;other;V D 3`;;;;;;;
233520;1199;29;D;;other;V D 3`;;;;;;;
234720;1439;29;3`;;other;V D 3`;;;;;;;
236160;2399;30;g;;games;g eI m z;;;;;;;
238560;3359;30;eI;;games;g eI m z;;;;;;;
241920;719;30;m;;games;g eI m z;;;;;;;
242640;1919;30;z;;games;g eI m z;;;;;;;
244560;959;31;V;;of;V v;;;;;;;
245520;719;31;v;;of;V v;;;;;;;
246240;959;32;D;;the;D V;;;;;;;
247200;959;32;V;;the;D V;;;;;;;
248160;3599;33;s;;series;s I R i: z;;;;;;;
251760;2159;33;I;;series;s I R i: z;;;;;;;
253920;1919;33;R;;series;s I R i: z;;;;;;;
255840;3599;33;i:;;series;s I R i: z;;;;;;;
259440;4319;33;z;;series;s I R i: z;;;;;;;
263760;20207;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;1679;0;V;;A;V;;;;;;;
5040;3119;1;t;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
8160;1919;1;u;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
10080;1199;1;T;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
11280;3839;1;aU;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
15120;1199;1;z;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
16320;959;1;V;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
17280;1679;1;n;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
18960;719;1;d;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
19680;2159;1;t;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
21840;2159;1;E;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
24000;1919;1;n;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
25920;2159;2;s;;study;s t V d i:;;;;;;;
28080;959;2;t;;study;s t V d i:;;;;;;;
29040;1919;2;V;;study;s t V d i:;;;;;;;
30960;959;2;4;;study;s t V d i:;;;;;;;
31920;2639;2;i:;;study;s t V d i:;;;;;;;
34560;2159;3;aI;;identified;aI d E n t V f aI d;;;;;;;
36720;1679;3;d;;identified;aI d E n t V f aI d;;;;;;;
38400;1919;3;E;;identified;aI d E n t V f aI d;;;;;;;
40320;719;3;n;;identified;aI d E n t V f aI d;;;;;;;
41040;719;3;t;;identified;aI d E n t V f aI d;;;;;;;
41760;1199;3;V;;identified;aI d E n t V f aI d;;;;;;;
42960;2399;3;f;;identified;aI d E n t V f aI d;;;;;;;
45360;2639;3;aI;;identified;aI d E n t V f aI d;;;;;;;
48000;1199;3;4;;identified;aI d E n t V f aI d;;;;;;;
49200;719;4;V;;a;V;;;;;;;
49920;3119;5;dZ;;Japanese;dZ { p V n i: z;;;;;;;
53040;2879;5;{;;Japanese;dZ { p V n i: z;;;;;;;
55920;1679;5;p;;Japanese;dZ { p V n i: z;;;;;;;
57600;719;5;V;;Japanese;dZ { p V n i: z;;;;;;;
58320;1199;5;n;;Japanese;dZ { p V n i: z;;;;;;;
59520;3359;5;i:;;Japanese;dZ { p V n i: z;;;;;;;
62880;1199;5;z;;Japanese;dZ { p V n i: z;;;;;;;
64080;1679;6;s;;species;s p i: S i: z;;;;;;;
65760;959;6;p;;species;s p i: S i: z;;;;;;;
66720;3119;6;i:;;species;s p i: S i: z;;;;;;;
69840;2159;6;S;;species;s p i: S i: z;;;;;;;
72000;5519;6;i:;;species;s p i: S i: z;;;;;;;
77520;3119;6;z;;species;s p i: S i: z;;;;;;;
80640;5519;-1;<p:>;;;;;;;;;;
86160;1919;7;p;;previously;p R i: v i: V s l i:;;;;;;;
88080;719;7;R;;previously;p R i: v i: V s l i:;;;;;;;
88800;1919;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
90720;719;7;v;;previously;p R i: v i: V s l i:;;;;;;;
91440;2399;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
93840;959;7;V;;previously;p R i: v i: V s l i:;;;;;;;
94800;2879;7;s;;previously;p R i: v i: V s l i:;;;;;;;
97680;719;7;l;;previously;p R i: v i: V s l i:;;;;;;;
98400;2159;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
100560;2639;8;aI;;identified;aI d E n t V f aI d;;;;;;;
103200;1199;8;d;;identified;aI d E n t V f aI d;;;;;;;
104400;1919;8;E;;identified;aI d E n t V f aI d;;;;;;;
106320;719;8;n;;identified;aI d E n t V f aI d;;;;;;;
107040;719;8;t;;identified;aI d E n t V f aI d;;;;;;;
107760;959;8;V;;identified;aI d E n t V f aI d;;;;;;;
108720;2879;8;f;;identified;aI d E n t V f aI d;;;;;;;
111600;3599;8;aI;;identified;aI d E n t V f aI d;;;;;;;
115200;959;8;d;;identified;aI d E n t V f aI d;;;;;;;
116160;1679;9;{;;as;{ z;;;;;;;
117840;959;9;z;;as;{ z;;;;;;;
118800;4559;10;?;;A;V;;;;;;;
123360;719;10;V;;A;V;;;;;;;
124080;3119;11;h;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
127200;1679;11;aI;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
128880;1919;11;g;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
130800;719;11;R;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
131520;719;11;Q;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
132240;1919;11;m;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
134160;1919;11;E;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
136080;2399;11;t;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
138480;1679;11;R;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
140160;719;11;I;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
140880;1679;11;k;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
142560;3119;11;V;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
145680;4559;11;s;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
150240;5279;-1;<p:>;;;;;;;;;;
155520;1439;12;{;;as;{ z;;;;;;;
156960;1919;12;z;;as;{ z;;;;;;;
158880;1679;13;dZ;;genetically;dZ V n E t I k l i:;;;;;;;
160560;959;13;V;;genetically;dZ V n E t I k l i:;;;;;;;
161520;1199;13;n;;genetically;dZ V n E t I k l i:;;;;;;;
162720;2399;13;E;;genetically;dZ V n E t I k l i:;;;;;;;
165120;959;13;4;;genetically;dZ V n E t I k l i:;;;;;;;
166080;959;13;I;;genetically;dZ V n E t I k l i:;;;;;;;
167040;2159;13;k;;genetically;dZ V n E t I k l i:;;;;;;;
169200;1679;13;l;;genetically;dZ V n E t I k l i:;;;;;;;
170880;1679;13;i:;;genetically;dZ V n E t I k l i:;;;;;;;
172560;1199;14;d;;distinct;d I s t I N k t;;;;;;;
173760;1439;14;I;;distinct;d I s t I N k t;;;;;;;
175200;2399;14;s;;distinct;d I s t I N k t;;;;;;;
177600;1439;14;t;;distinct;d I s t I N k t;;;;;;;
179040;1439;14;I;;distinct;d I s t I N k t;;;;;;;
180480;4319;14;N;;distinct;d I s t I N k t;;;;;;;
184800;719;14;k;;distinct;d I s t I N k t;;;;;;;
185520;719;14;t;;distinct;d I s t I N k t;;;;;;;
186240;5519;-1;<p:>;;;;;;;;;;
191760;1679;15;I;;it;I t;;;;;;;
193440;1199;16;h;;has;h { z;;;;;;;
194640;1679;16;{;;has;h { z;;;;;;;
196320;2399;16;z;;has;h { z;;;;;;;
198720;719;17;j;;yet;j E t;;;;;;;
199440;2399;17;E;;yet;j E t;;;;;;;
201840;1199;17;t;;yet;j E t;;;;;;;
203040;1919;18;t;;to;t u:;;;;;;;
204960;959;18;u:;;to;t u:;;;;;;;
205920;719;19;b;;be;b i:;;;;;;;
206640;2639;19;i:;;be;b i:;;;;;;;
209280;959;20;V;;officially;V f I S V l i:;;;;;;;
210240;2879;20;f;;officially;V f I S V l i:;;;;;;;
213120;1439;20;I;;officially;V f I S V l i:;;;;;;;
214560;2879;20;S;;officially;V f I S V l i:;;;;;;;
217440;959;20;V;;officially;V f I S V l i:;;;;;;;
218400;1199;20;l;;officially;V f I S V l i:;;;;;;;
219600;1919;20;i:;;officially;V f I S V l i:;;;;;;;
221520;1919;21;n;;named;n eI m d;;;;;;;
223440;3839;21;eI;;named;n eI m d;;;;;;;
227280;1439;21;m;;named;n eI m d;;;;;;;
228720;2639;21;d;;named;n eI m d;;;;;;;
231360;20927;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;8399;-1;<p:>;;;;;;;;;;
8400;959;0;3`;;Early;3` l i:;;;;;;;
9360;2639;0;l;;Early;3` l i:;;;;;;;
12000;3119;0;i:;;Early;3` l i:;;;;;;;
15120;2399;-1;<p:>;;;;;;;;;;
17520;14879;1;l;;life;l aI f;;;;;;;
32400;5279;1;aI;;life;l aI f;;;;;;;
37680;1679;1;f;;life;l aI f;;;;;;;
39360;2159;2;?;;and;V n d;;;;;;;
41520;959;2;V;;and;V n d;;;;;;;
42480;1919;2;n;;and;V n d;;;;;;;
44400;1199;3;m;;modeling;m Q d V l I N;;;;;;;
45600;2399;3;Q;;modeling;m Q d V l I N;;;;;;;
48000;959;3;4;;modeling;m Q d V l I N;;;;;;;
48960;719;3;V;;modeling;m Q d V l I N;;;;;;;
49680;1919;3;l;;modeling;m Q d V l I N;;;;;;;
51600;719;3;I;;modeling;m Q d V l I N;;;;;;;
52320;2159;3;N;;modeling;m Q d V l I N;;;;;;;
54480;2399;4;k;;career;k 3` I R;;;;;;;
56880;2399;4;3`;;career;k 3` I R;;;;;;;
59280;2159;4;I;;career;k 3` I R;;;;;;;
61440;3119;4;R;;career;k 3` I R;;;;;;;
64560;959;5;f;;Fernandez;f 3` n { n d E z;;;;;;;
65520;1199;5;3`;;Fernandez;f 3` n { n d E z;;;;;;;
66720;3119;5;n;;Fernandez;f 3` n { n d E z;;;;;;;
69840;1919;5;{;;Fernandez;f 3` n { n d E z;;;;;;;
71760;959;5;n;;Fernandez;f 3` n { n d E z;;;;;;;
72720;1439;5;d;;Fernandez;f 3` n { n d E z;;;;;;;
74160;1919;5;E;;Fernandez;f 3` n { n d E z;;;;;;;
76080;719;5;z;;Fernandez;f 3` n { n d E z;;;;;;;
76800;2639;-1;<p:>;;;;;;;;;;
79440;959;6;w;;was;w Q z;;;;;;;
80400;4319;6;Q;;was;w Q z;;;;;;;
84720;3839;6;z;;was;w Q z;;;;;;;
88560;21599;-1;<p:>;;;;;;;;;;
110160;2639;7;b;;born;b O: R n;;;;;;;
112800;959;7;O:;;born;b O: R n;;;;;;;
113760;719;7;R;;born;b O: R n;;;;;;;
114480;1919;7;n;;born;b O: R n;;;;;;;
116400;719;8;Q;;on;Q n;;;;;;;
117120;719;8;n;;on;Q n;;;;;;;
117840;959;9;I;;eleven;I l E v V n;;;;;;;
118800;719;9;l;;eleven;I l E v V n;;;;;;;
119520;719;9;E;;eleven;I l E v V n;;;;;;;
120240;719;9;v;;eleven;I l E v V n;;;;;;;
120960;1679;9;V;;eleven;I l E v V n;;;;;;;
122640;719;9;n;;eleven;I l E v V n;;;;;;;
123360;959;10;Q;;August;Q g V s t;;;;;;;
124320;2879;10;g;;August;Q g V s t;;;;;;;
127200;2399;10;V;;August;Q g V s t;;;;;;;
129600;719;10;s;;August;Q g V s t;;;;;;;
130320;1919;10;t;;August;Q g V s t;;;;;;;
132240;3119;11;w;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
135360;3359;11;V;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
138720;1439;11;n;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
140160;719;11;T;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
140880;5519;11;aU;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
146400;3119;11;z;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
149520;1679;11;V;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
151200;719;11;n;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
151920;719;11;n;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
152640;1919;11;I;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
154560;719;11;n;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
155280;719;11;h;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
156000;1919;11;V;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
157920;2159;11;n;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
160080;6239;11;d;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
166320;719;11;R;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
167040;1919;11;E;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
168960;719;11;d;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
169680;719;11;V;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
170400;4559;11;t;;one-thousand-ninehundredeightyfive;w V n T aU z V n d n I n h V n d R E d V t aI f aI v;;;;;;;
