BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
109200;1679;16;R;;restoring;R I s t O: R I N;;;;;;;
110880;719;16;I;;restoring;R I s t O: R I N;;;;;;;
111600;1199;16;N;;restoring;R I s t O: R I N;;;;;;;
112800;2159;17;I;;its;I t s;;;;;;;
114960;719;17;t;;its;I t s;;;;;;;
115680;1439;17;s;;its;I t s;;;;;;;
117120;3119;18;f;;First;f 3` s t;;;;;;;
120240;2639;18;3`;;First;f 3` s t;;;;;;;
122880;1679;18;s;;First;f 3` s t;;;;;;;
124560;959;18;t;;First;f 3` s t;;;;;;;
125520;1679;-1;<p:>;;;;;;;;;;
127200;959;19;w;;World;w 3` l d;;;;;;;
128160;1919;19;3`;;World;w 3` l d;;;;;;;
130080;1679;19;l;;World;w 3` l d;;;;;;;
131760;2159;19;d;;World;w 3` l d;;;;;;;
133920;1439;20;w;;War;w O: R;;;;;;;
135360;1679;20;O:;;War;w O: R;;;;;;;
137040;1439;20;R;;War;w O: R;;;;;;;
138480;3119;21;s;;cemeteries;s E m V t E R i: z;;;;;;;
141600;1439;21;E;;cemeteries;s E m V t E R i: z;;;;;;;
143040;1679;21;m;;cemeteries;s E m V t E R i: z;;;;;;;
144720;1199;21;V;;cemeteries;s E m V t E R i: z;;;;;;;
145920;2639;21;t;;cemeteries;s E m V t E R i: z;;;;;;;
148560;1439;21;E;;cemeteries;s E m V t E R i: z;;;;;;;
150000;2159;21;R;;cemeteries;s E m V t E R i: z;;;;;;;
152160;2639;21;i:;;cemeteries;s E m V t E R i: z;;;;;;;
154800;2639;21;z;;cemeteries;s E m V t E R i: z;;;;;;;
157440;3359;-1;<p:>;;;;;;;;;;
160800;719;22;V;;and;V n d;;;;;;;
161520;1199;22;n;;and;V n d;;;;;;;
162720;959;23;m;;memorials;m V m O: R i: V l z;;;;;;;
163680;959;23;V;;memorials;m V m O: R i: V l z;;;;;;;
164640;2159;23;m;;memorials;m V m O: R i: V l z;;;;;;;
166800;1919;23;O:;;memorials;m V m O: R i: V l z;;;;;;;
168720;1679;23;R;;memorials;m V m O: R i: V l z;;;;;;;
170400;2159;23;i:;;memorials;m V m O: R i: V l z;;;;;;;
172560;719;23;V;;memorials;m V m O: R i: V l z;;;;;;;
173280;3599;23;l;;memorials;m V m O: R i: V l z;;;;;;;
176880;3839;23;z;;memorials;m V m O: R i: V l z;;;;;;;
180720;20303;-1;<p:>;;;;;;;;;;
